Name,Num of words
SOLARA,7
GEORGE,7
GEORGE,8
GEORGE,6
GEORGE,7
SOLARA,5
GEORGE,5
SOLARA,5
GEORGE,7
GEORGE,2
REDRIDGE,7
REDRIDGE,7
REDRIDGE,6
REDRIDGE,4
REDRIDGE,7
REDRIDGE,7
REDRIDGE,3
REDRIDGE,7
REDRIDGE,8
REDRIDGE,2
SOLARA,6
ELI,4
CARNEGIE GUNMAN #2,5
REDRIDGE,2
ELI,7
ELI,6
SOLARA,4
ELI,4
GEORGE,3
ELI,4
GEORGE,2
REDRIDGE,7
CARNEGIE GUNMAN #3,3
REDRIDGE,2
REDRIDGE,2
REDRIDGE,1
REDRIDGE,1
ELI,4
ELI,2
ELI,2
ELI,7
ELI,2
REDRIDGE,8
REDRIDGE,3
REDRIDGE,3
REDRIDGE,3
REDRIDGE,3
CARNEGIE GUNMAN #4,3
REDRIDGE,3
REDRIDGE,5
REDRIDGE,8
REDRIDGE,7
REDRIDGE,4
REDRIDGE,1
SOLARA,6
SOLARA,3
SOLARA,1
SOLARA,8
SOLARA,6
ELI,2
REDRIDGE,5
REDRIDGE,7
REDRIDGE,4
SOLARA,9
SOLARA,3
REDRIDGE,3
SOLARA,7
REDRIDGE,1
SOLARA,7
SOLARA,6
REDRIDGE,7
SOLARA,7
SOLARA,7
SOLARA,4
REDRIDGE,8
REDRIDGE,2
ELI,8
ELI,3
DRIVER,3
REDRIDGE,2
REDRIDGE,3
DRIVER,7
REDRIDGE,3
DRIVER,8
DRIVER,8
DRIVER,6
DRIVER,3
DRIVER,2
SOLARA,4
SOLARA,2
SOLARA,2
SOLARA,1
ELI,6
SOLARA,8
SOLARA,1
SOLARA,2
SOLARA,7
SOLARA,3
ELI,7
ELI,1
SOLARA,5
ELI,3
ELI,6
ELI,2
ELI,2
SOLARA,7
ELI,6
SOLARA,7
SOLARA,3
ELI,6
SOLARA,2
ELI,7
ELI,3
SOLARA,4
ELI,7
ELI,7
SOLARA,2
ELI,4
ELI,1
ELI,4
SOLARA,2
ELI,8
ELI,4
ELI,2
ELI,6
ELI,1
SOLARA,6
ELI,4
ELI,4
SOLARA,6
SOLARA,2
VOICE,3
ALCATRAZ GUARD,2
ELI,8
ELI,7
ELI,8
ELI,5
ALCATRAZ GUARD,6
ALCATRAZ GUARD,7
ALCATRAZ GUARD,2
ALCATRAZ GUARD,5
ALCATRAZ GUARD,4
SOLDIER,2
THIN MAN,6
THIN MAN,5
ELI,2
ELI,1
LOMBARDI,6
LOMBARDI,5
SOLARA,6
SOLARA,1
LOMBARDI,8
LOMBARDI,5
ELI,7
ELI,2
LOMBARDI,7
LOMBARDI,6
LOMBARDI,7
LOMBARDI,9
LOMBARDI,3
LOMBARDI,7
LOMBARDI,5
LOMBARDI,4
LOMBARDI,6
LOMBARDI,7
LOMBARDI,5
SOLARA,7
SOLARA,1
SOLARA,6
SOLARA,5
SOLARA,7
SOLARA,7
SOLARA,7
SOLARA,5
SOLARA,2
SOLARA,8
SOLARA,5
SOLARA,7
SOLARA,7
ELI,6
ELI,7
ELI,5
ELI,4
ELI,9
ELI,6
ELI,7
ELI,7
ELI,5
ELI,5
ELI,6
ELI,6
ELI,2
LOMBARDI,7
ELI,7
ELI,2
LOMBARDI,8
LOMBARDI,2
ELI,6
LOMBARDI,5
CARNEGIE,4
CARNEGIE,2
CARNEGIE,5
CARNEGIE,5
ELI,7
ELI,1
LOMBARDI,5
LOMBARDI,6
LOMBARDI,2
ELI,5
REDRIDGE,4
ELI,3
LOMBARDI,5
ELI,6
ELI,7
ELI,6
ELI,6
ELI,5
ELI,6
ELI,6
ELI,7
ELI,8
ELI,7
ELI,6
ELI,7
ELI,1
CLAUDIA,2
CARNEGIE,8
CARNEGIE,6
CLAUDIA,9
CLAUDIA,2
CARNEGIE,7
CARNEGIE,7
CARNEGIE,6
CARNEGIE,7
CARNEGIE,5
CARNEGIE,3
CARNEGIE,3
CLAUDIA,4
CARNEGIE,8
ELI (V.O.),7
ELI (V.O.),6
ELI (V.O.),6
ELI (V.O.),6
ELI (V.O.),6
ELI (V.O.),4
ELI (V.O.) (cont'd),6
ELI (V.O.) (cont'd),4
ELI (V.O.),6
ELI (V.O.),7
ELI (V.O.),8
ELI (V.O.),6
ELI (V.O.),7
ELI (V.O.),4
LOMBARDI,7
LOMBARDI,6
LOMBARDI,4
LOMBARDI,1
SOLARA,8
LOMBARDI,4
LOMBARDI,1
ELI (V.O.),7
ELI (V.O.),6
ELI (V.O.),3
ELI (V.O.),6
ELI (V.O.),7
ELI (V.O.),8
ELI (V.O.),7
ELI (V.O.),7
ELI (V.O.),7
ELI (V.O.),7
ELI (V.O.),2
ELI (V.O.),7
ELI (V.O.),4
ELI (V.O.),5
